"impianto","comune_ubicazione","provincia_ubicazione","rifiuto_trattato"
"LAVECO S.R.L.","CERIGNOLA","FOGGIA","20 01 25 - oli e grassi commestibili "
"LAVECO S.R.L.","CERIGNOLA","FOGGIA","20 01 32 - medicinali diversi da quelli di cui alla voce 20 01 31 "
"LAVECO S.R.L.","CERIGNOLA","FOGGIA","20 02 03 - altri rifiuti non biodegradabili"
"L'ECOLOGICA TARANTINA S.R.L.","TARANTO","TARANTO","20 01 25 - oli e grassi commestibili"
"L'ECOLOGICA TARANTINA S.R.L.","TARANTO","TARANTO","20 01 32 - medicinali diversi da quelli di cui alla voce 20 01 31"
"L'ECOLOGICA TARANTINA S.R.L.","TARANTO","TARANTO","20 01 32 - medicinali diversi da quelli di cui alla voce 20 01 31 "
"L'ECOLOGICA TARANTINA S.R.L.","TARANTO","TARANTO","20 02 03 - altri rifiuti non biodegradabili "
"LEGNO AMBIENTE SOCIETA' COOPERATIVA A RESPONSABILITA' LIMITATA","MOLA DI BARI","BARI","15 01 06 - imballaggi in materiali misti "
"LEGNO AMBIENTE SOCIETA' COOPERATIVA A RESPONSABILITA' LIMITATA","MOLA DI BARI","BARI","20 03 07 - rifiuti ingombranti a recupero "
"LEOCI AUTOTRASPORTI S.R.L.","MONOPOLI","BARI","20 02 01 - rifiuti biodegradabili "
"LEONARDO MEDICO E FIGLI SNC","MONOPOLI","BARI","17 01 07 - miscugli o scorie di cemento, mattoni, mattonelle e ceramiche, diverse da quelle di cui alla voce 17 01 06"
"LEONARDO MEDICO E FIGLI SNC","MONOPOLI","BARI","17 03 02 - miscele bituminose diverse da quelle di cui alla voce 17 03 01 "
"LEONARDO MEDICO E FIGLI SNC","MONOPOLI","BARI","17 05 04 - terra e rocce, diverse da quelle di cui alla voce 17 05 03"
"LEONARDO MEDICO E FIGLI SNC","MONOPOLI","BARI","17 09 04 - rifiuti misti dell'attività di costruzione e demolizione, diversi da quelli di cui alle voci 17 09 01, 17 09 02 e 17 09 03"
"LEONARDO MEDICO E FIGLI SNC","MONOPOLI","BARI","17 09 04 - rifiuti misti dell'attività di costruzione e demolizione, diversi da quelli di cui alle voci 17 09 01, 17 09 02 e 17 09 03 "
"LEONE S.R.L.","TRANI","BARLETTA ANDRIA TRANI","20 01 40 - metallo "
"LETIZIA SOC.COOP.ARL","CASTELLANETA","TARANTO","16 10 02 - soluzioni acquose di scarto, diverse da quelle di cui alla voce 16 10 01 "
"LETIZIA SOC.COOP.ARL","CASTELLANETA","TARANTO","17 09 04 - rifiuti misti dell'attività di costruzione e demolizione, diversi da quelli di cui alle voci 17 09 01, 17 09 02 e 17 09 03"
"LEZZI S.U.R.L.","SURBO","LECCE","01 04 13 - rifiuti prodotti dalla lavorazione della pietra, diversi da quelli di cui alla voce 01 04 07 "
"LEZZI S.U.R.L.","SURBO","LECCE","15 01 01 - imballaggi in carta e cartone"
"LEZZI S.U.R.L.","SURBO","LECCE","15 01 01 - imballaggi in carta e cartone "
"LEZZI S.U.R.L.","SURBO","LECCE","15 01 02 - imballaggi in plastica"
"LEZZI S.U.R.L.","SURBO","LECCE","15 01 02 - imballaggi in plastica "
"LEZZI S.U.R.L.","SURBO","LECCE","15 01 06 - imballaggi in materiali misti"
"LEZZI S.U.R.L.","SURBO","LECCE","15 01 06 - imballaggi in materiali misti "
"LEZZI S.U.R.L.","SURBO","LECCE","17 01 01 - cemento"
"LEZZI S.U.R.L.","SURBO","LECCE","17 01 01 - cemento "
"LEZZI S.U.R.L.","SURBO","LECCE","17 01 02 - mattoni "
"LEZZI S.U.R.L.","SURBO","LECCE","17 01 03 - mattonelle e ceramiche"
"LEZZI S.U.R.L.","SURBO","LECCE","17 01 03 - mattonelle e ceramiche "
"LEZZI S.U.R.L.","SURBO","LECCE","17 01 07 - miscugli o scorie di cemento, mattoni, mattonelle e ceramiche, diverse da quelle di cui alla voce 17 01 06"
"LEZZI S.U.R.L.","SURBO","LECCE","17 01 07 - miscugli o scorie di cemento, mattoni, mattonelle e ceramiche, diverse da quelle di cui alla voce 17 01 06 "
"LEZZI S.U.R.L.","SURBO","LECCE","17 02 01 - legno"
"LEZZI S.U.R.L.","SURBO","LECCE","17 02 01 - legno "
"LEZZI S.U.R.L.","SURBO","LECCE","17 03 02 - miscele bituminose diverse da quelle di cui alla voce 17 03 01"
"LEZZI S.U.R.L.","SURBO","LECCE","17 03 02 - miscele bituminose diverse da quelle di cui alla voce 17 03 01 "
"LEZZI S.U.R.L.","SURBO","LECCE","17 04 05 - ferro e acciaio"
"LEZZI S.U.R.L.","SURBO","LECCE","17 04 05 - ferro e acciaio "
"LEZZI S.U.R.L.","SURBO","LECCE","17 05 04 - terra e rocce, diverse da quelle di cui alla voce 17 05 03"
"LEZZI S.U.R.L.","SURBO","LECCE","17 05 04 - terra e rocce, diverse da quelle di cui alla voce 17 05 03 "
"LEZZI S.U.R.L.","SURBO","LECCE","17 05 08 - pietrisco per massicciate ferroviarie, diverso da quello di cui alla voce 17 05 07 "
"LEZZI S.U.R.L.","SURBO","LECCE","17 06 04 - materiali isolanti diversi da quelli di cui alle voci 17 06 01 e 17 06 03"
"LEZZI S.U.R.L.","SURBO","LECCE","17 06 04 - materiali isolanti diversi da quelli di cui alle voci 17 06 01 e 17 06 03 "
"LEZZI S.U.R.L.","SURBO","LECCE","17 08 02 - materiali da costruzione a base di gesso diversi da quelli di cui alla voce 17 08 01"
"LEZZI S.U.R.L.","SURBO","LECCE","17 08 02 - materiali da costruzione a base di gesso diversi da quelli di cui alla voce 17 08 01 "
"LEZZI S.U.R.L.","SURBO","LECCE","17 09 04 - rifiuti misti dell'attività di costruzione e demolizione, diversi da quelli di cui alle voci 17 09 01, 17 09 02 e 17 09 03"
"LEZZI S.U.R.L.","SURBO","LECCE","17 09 04 - rifiuti misti dell'attività di costruzione e demolizione, diversi da quelli di cui alle voci 17 09 01, 17 09 02 e 17 09 03 "
"Lidl Italia s.r.l. a socio unico Direzione Regionale di Molfetta","MOLFETTA","BARI","15 01 02 - imballaggi in plastica "
"Lidl Italia s.r.l. a socio unico Direzione Regionale di Molfetta","MOLFETTA","BARI","15 01 03 - imballaggi in legno "
"LOMBARDI ECOLOGIA S.R.L.","TRIGGIANO","BARI","20 01 40 - metallo "
"LOMBARDI ECOLOGIA S.R.L.","TRIGGIANO","BARI","20 03 01 - rifiuti urbani non differenziati "
"LOMBARDI ECOLOGIA S.R.L. - C.DA MARTUCCI","CONVERSANO","BARI","00 00 11 - cimiteriali "
"LOMBARDI ECOLOGIA S.R.L. - C.DA MARTUCCI","CONVERSANO","BARI","10 00 00 - Rifiuti prodotti da processi termici"
"LOMBARDI ECOLOGIA S.R.L. - C.DA MARTUCCI","CONVERSANO","BARI","10 00 00 - Rifiuti prodotti da processi termici "
"LOMBARDI ECOLOGIA S.R.L. - C.DA MARTUCCI","CONVERSANO","BARI","15 01 01 - imballaggi in carta e cartone "
"LOMBARDI ECOLOGIA S.R.L. - C.DA MARTUCCI","CONVERSANO","BARI","15 01 07 - imballaggi in vetro "
"LOMBARDI ECOLOGIA S.R.L. - C.DA MARTUCCI","CONVERSANO","BARI","16 06 01 -  batterie al piombo"
"LOMBARDI ECOLOGIA S.R.L. - C.DA MARTUCCI","CONVERSANO","BARI","17 00 00 - Rifiuti delle operazioni di costruzione e demolizione (compreso il terreno proveniente da siti contaminati)"
"LOMBARDI ECOLOGIA S.R.L. - C.DA MARTUCCI","CONVERSANO","BARI","17 01 07 - miscugli o scorie di cemento, mattoni, mattonelle e ceramiche, diverse da quelle di cui alla voce 17 01 06"
"LOMBARDI ECOLOGIA S.R.L. - C.DA MARTUCCI","CONVERSANO","BARI","17 01 07 - miscugli o scorie di cemento, mattoni, mattonelle e ceramiche, diverse da quelle di cui alla voce 17 01 06 "
"LOMBARDI ECOLOGIA S.R.L. - C.DA MARTUCCI","CONVERSANO","BARI","17 09 04 - rifiuti misti dell'attività di costruzione e demolizione, diversi da quelli di cui alle voci 17 09 01, 17 09 02 e 17 09 03"
"LOMBARDI ECOLOGIA S.R.L. - C.DA MARTUCCI","CONVERSANO","BARI","20 01 08 - rifiuti biodegradabili di cucine e mense"
"LOMBARDI ECOLOGIA S.R.L. - C.DA MARTUCCI","CONVERSANO","BARI","20 01 10 - abbigliamento "
"LOMBARDI ECOLOGIA S.R.L. - C.DA MARTUCCI","CONVERSANO","BARI","20 01 23 -  apparecchiature fuori uso contenenti clorofluorocarburi "
"LOMBARDI ECOLOGIA S.R.L. - C.DA MARTUCCI","CONVERSANO","BARI","20 01 31 -  medicinali citotossici e citostatici"
"LOMBARDI ECOLOGIA S.R.L. - C.DA MARTUCCI","CONVERSANO","BARI","20 02 01 - rifiuti biodegradabili "
"LOMBARDI ECOLOGIA S.R.L. - C.DA MARTUCCI","CONVERSANO","BARI","20 02 03 - altri rifiuti non biodegradabili "
"LOMBARDI ECOLOGIA S.R.L. - C.DA MARTUCCI","CONVERSANO","BARI","20 03 01 - rifiuti urbani non differenziati "
"LOMBARDI ECOLOGIA S.R.L. - C.DA MARTUCCI","CONVERSANO","BARI","20 03 01 - rifiuti urbani non differenziati  "
"LOMBARDI ECOLOGIA S.R.L. - C.DA MARTUCCI","CONVERSANO","BARI","20 03 03 - residui della pulizia stradale"
"LOMBARDI ECOLOGIA S.R.L. - C.DA MARTUCCI","CONVERSANO","BARI","20 03 07 - rifiuti ingombranti a recupero "
"LONGOCAVA S.R.L.","SANTA CESAREA TERME","LECCE","17 01 01 - cemento "
"LONGOCAVA S.R.L.","SANTA CESAREA TERME","LECCE","17 01 02 - mattoni "
"LONGOCAVA S.R.L.","SANTA CESAREA TERME","LECCE","17 01 03 - mattonelle e ceramiche "
"LONGOCAVA S.R.L.","SANTA CESAREA TERME","LECCE","17 01 07 - miscugli o scorie di cemento, mattoni, mattonelle e ceramiche, diverse da quelle di cui alla voce 17 01 06"
"LONGOCAVA S.R.L.","SANTA CESAREA TERME","LECCE","17 03 02 - miscele bituminose diverse da quelle di cui alla voce 17 03 01 "
"LONGOCAVA S.R.L.","SANTA CESAREA TERME","LECCE","17 05 04 - terra e rocce, diverse da quelle di cui alla voce 17 05 03"
"LONGOCAVA S.R.L.","SANTA CESAREA TERME","LECCE","17 05 08 - pietrisco per massicciate ferroviarie, diverso da quello di cui alla voce 17 05 07 "
"LONGOCAVA S.R.L.","SANTA CESAREA TERME","LECCE","17 08 02 - materiali da costruzione a base di gesso diversi da quelli di cui alla voce 17 08 01"
"LONGOCAVA S.R.L.","SANTA CESAREA TERME","LECCE","17 09 04 - rifiuti misti dell'attività di costruzione e demolizione, diversi da quelli di cui alle voci 17 09 01, 17 09 02 e 17 09 03"
"LST ECOLOGY S.A.S. DI SBLENDORIO FRANCESCO & C. S.A.S.","TRIGGIANO","BARI","17 04 05 - ferro e acciaio"
"LST ECOLOGY S.A.S. DI SBLENDORIO FRANCESCO & C. S.A.S.","TRIGGIANO","BARI","17 04 05 - ferro e acciaio "
"LST ECOLOGY S.A.S. DI SBLENDORIO FRANCESCO & C. S.A.S.","TRIGGIANO","BARI","20 01 40 - metallo "
"LUFA SERVICE SRL","SAN SEVERO","FOGGIA","20 02 01 - rifiuti biodegradabili "
"MACERO GALATEA S.A.S. - MACERO SUD S.R.L.","GALATONE","LECCE","15 01 01 - imballaggi in carta e cartone "
"MACERO GALATEA S.A.S. - MACERO SUD S.R.L.","GALATONE","LECCE","15 01 02 - imballaggi in plastica "
"MACERO GALATEA S.A.S. - MACERO SUD S.R.L.","GALATONE","LECCE","20 01 01 - carta e cartone "
"MACERO SUD S.A.S. DI LUIGI CHIRIVì & C.","SOLETO","LECCE","00 00 00 - Altro - Non specificato"
"MACERO SUD S.A.S. DI LUIGI CHIRIVì & C.","SOLETO","LECCE","02 01 04 - rifiuti plastici (ad esclusione degli imballaggi)"
"MACERO SUD S.A.S. DI LUIGI CHIRIVì & C.","SOLETO","LECCE","15 01 01 - imballaggi in carta e cartone"
"MACERO SUD S.A.S. DI LUIGI CHIRIVì & C.","SOLETO","LECCE","15 01 01 - imballaggi in carta e cartone "
"MACERO SUD S.A.S. DI LUIGI CHIRIVì & C.","SOLETO","LECCE","15 01 02 - imballaggi in plastica "
"MACERO SUD S.A.S. DI LUIGI CHIRIVì & C.","SOLETO","LECCE","15 01 03 - imballaggi in legno "
"MACERO SUD S.A.S. DI LUIGI CHIRIVì & C.","SOLETO","LECCE","15 01 04 - imballaggi metallici "
"MACERO SUD S.A.S. DI LUIGI CHIRIVì & C.","SOLETO","LECCE","15 01 06 - imballaggi in materiali misti "
"MACERO SUD S.A.S. DI LUIGI CHIRIVì & C.","SOLETO","LECCE","15 01 07 - imballaggi in vetro "
"MACERO SUD S.A.S. DI LUIGI CHIRIVì & C.","SOLETO","LECCE","15 01 09 - imballaggi in materia tessile"
"MACERO SUD S.A.S. DI LUIGI CHIRIVì & C.","SOLETO","LECCE","15 01 11 -  imballaggi metallici contenenti matrici solide porose pericolose (ad esempio amianto), compresi i contenitori a pressione vuoti"
"MACERO SUD S.A.S. DI LUIGI CHIRIVì & C.","SOLETO","LECCE","16 01 03 - pneumatici fuori uso"
"MACERO SUD S.A.S. DI LUIGI CHIRIVì & C.","SOLETO","LECCE","16 01 03 - pneumatici fuori uso "
"MACERO SUD S.A.S. DI LUIGI CHIRIVì & C.","SOLETO","LECCE","16 06 03 -  batterie contenenti mercurio"
"MACERO SUD S.A.S. DI LUIGI CHIRIVì & C.","SOLETO","LECCE","17 04 05 - ferro e acciaio"
"MACERO SUD S.A.S. DI LUIGI CHIRIVì & C.","SOLETO","LECCE","17 04 05 - ferro e acciaio "
"MACERO SUD S.A.S. DI LUIGI CHIRIVì & C.","SOLETO","LECCE","20 01 01 - carta e cartone "
"MACERO SUD S.A.S. DI LUIGI CHIRIVì & C.","SOLETO","LECCE","20 01 02 - vetro "
"MACERO SUD S.A.S. DI LUIGI CHIRIVì & C.","SOLETO","LECCE","20 01 23 -  apparecchiature fuori uso contenenti clorofluorocarburi "
"MACERO SUD S.A.S. DI LUIGI CHIRIVì & C.","SOLETO","LECCE","20 01 25 - oli e grassi commestibili "
"MACERO SUD S.A.S. DI LUIGI CHIRIVì & C.","SOLETO","LECCE","20 01 35 -  apparecchiature elettriche ed elettroniche fuori uso, diverse da quelle di cui alla voce 20 01 21 e 20 01 23, contenenti componenti pericolosi"
"MACERO SUD S.A.S. DI LUIGI CHIRIVì & C.","SOLETO","LECCE","20 01 38 - legno, diverso da quello di cui alla voce 20 01 37"
"MACERO SUD S.A.S. DI LUIGI CHIRIVì & C.","SOLETO","LECCE","20 01 38 - legno, diverso da quello di cui alla voce 20 01 37 "
"MACERO SUD S.A.S. DI LUIGI CHIRIVì & C.","SOLETO","LECCE","20 01 39 - plastica"
"MACERO SUD S.A.S. DI LUIGI CHIRIVì & C.","SOLETO","LECCE","20 01 39 - plastica "
"MACERO SUD S.A.S. DI LUIGI CHIRIVì & C.","SOLETO","LECCE","20 01 40 - metallo "
"MACERO SUD S.A.S. DI LUIGI CHIRIVì & C.","SOLETO","LECCE","20 02 01 - rifiuti biodegradabili "
"MACERO SUD S.A.S. DI LUIGI CHIRIVì & C.","SOLETO","LECCE","20 03 07 - rifiuti ingombranti a recupero "
"MACERO SUD S.A.S. DI LUIGI CHIRIVì & C. - PROGETTO AMBIENTE BACINO LECCE DUE S.R.L.","SOLETO","LECCE","15 01 02 - imballaggi in plastica "
"MACERO SUD S.A.S. - GEOTEC AMBIENTE S.R.L.","SOLETO","LECCE","15 01 01 - imballaggi in carta e cartone "
"MACERO SUD S.A.S. - GEOTEC AMBIENTE S.R.L.","SOLETO","LECCE","15 01 02 - imballaggi in plastica "
"MACERO SUD S.A.S. - GEOTEC AMBIENTE S.R.L.","SOLETO","LECCE","16 01 03 - pneumatici fuori uso"
"MACERO SUD S.A.S. - GEOTEC AMBIENTE S.R.L.","SOLETO","LECCE","20 01 01 - carta e cartone "
"MACERO SUD S.A.S. - GEOTEC AMBIENTE S.R.L.","SOLETO","LECCE","20 01 39 - plastica "
"MAG. PLASTIC SUD S.A.S.","SAN GIORGIO IONICO","TARANTO","02 01 04 - rifiuti plastici (ad esclusione degli imballaggi)"
"MAIA RIGENERA S.R.L.","LUCERA","FOGGIA","20 01 08 - rifiuti biodegradabili di cucine e mense"
"MAIA RIGENERA S.R.L.","LUCERA","FOGGIA","20 02 01 - rifiuti biodegradabili "
"MAIA RIGENERA S.R.L.","LUCERA","FOGGIA","20 03 02 - rifiuti dei mercati"
"MALLARDI S.R.L. ","BARI","BARI","17 01 07 - miscugli o scorie di cemento, mattoni, mattonelle e ceramiche, diverse da quelle di cui alla voce 17 01 06"
"MALLARDI S.R.L. ","BARI","BARI","17 09 04 - rifiuti misti dell'attività di costruzione e demolizione, diversi da quelli di cui alle voci 17 09 01, 17 09 02 e 17 09 03"
"MALLARDI S.R.L. ","BARI","BARI","17 09 04 - rifiuti misti dell'attività di costruzione e demolizione, diversi da quelli di cui alle voci 17 09 01, 17 09 02 e 17 09 03 "
"MANDURIAMBIENTE S.P.A.","MANDURIA","TARANTO","00 00 00 - Altro - Non specificato "
"MANDURIAMBIENTE S.P.A.","MANDURIA","TARANTO","16 01 03 - pneumatici fuori uso"
"MANDURIAMBIENTE S.P.A.","MANDURIA","TARANTO","20 01 08 - rifiuti biodegradabili di cucine e mense"
"MANDURIAMBIENTE S.P.A.","MANDURIA","TARANTO","20 01 08 - rifiuti biodegradabili di cucine e mense "
"MANDURIAMBIENTE S.P.A.","MANDURIA","TARANTO","20 01 08 - rifiuti biodegradabili di cucine e mense  "
"MANDURIAMBIENTE S.P.A.","MANDURIA","TARANTO","20 01 38 - legno, diverso da quello di cui alla voce 20 01 37 "
"MANDURIAMBIENTE S.P.A.","MANDURIA","TARANTO","20 02 01 - rifiuti biodegradabili "
"MANDURIAMBIENTE S.P.A.","MANDURIA","TARANTO","20 02 03 - altri rifiuti non biodegradabili"
"MANDURIAMBIENTE S.P.A.","MANDURIA","TARANTO","20 02 03 - altri rifiuti non biodegradabili "
"MANDURIAMBIENTE S.P.A.","MANDURIA","TARANTO","20 02 03 - altri rifiuti non biodegradabili  "
"MANDURIAMBIENTE S.P.A.","MANDURIA","TARANTO","20 03 01 - rifiuti urbani non differenziati"
"MANDURIAMBIENTE S.P.A.","MANDURIA","TARANTO","20 03 01 - rifiuti urbani non differenziati "
"MANDURIAMBIENTE S.P.A.","MANDURIA","TARANTO","20 03 01 - rifiuti urbani non differenziati  "
"MANDURIAMBIENTE S.P.A.","MANDURIA","TARANTO","20 03 03 - residui della pulizia stradale"
"MANDURIAMBIENTE S.P.A.","MANDURIA","TARANTO","20 03 03 - residui della pulizia stradale   "
"MANDURIAMBIENTE S.P.A.","MANDURIA","TARANTO","20 03 03 - residui della pulizia stradale  se avviati a recupero"
"MANDURIAMBIENTE S.P.A.","MANDURIA","TARANTO","20 03 07 - rifiuti ingombranti a recupero "
"MANDURIAMBIENTE S.P.A.","MANDURIA","TARANTO","20 03 07 - rifiuti ingombranti a smaltimento "
"Manifattura Battaglia srl","BARLETTA","BARLETTA ANDRIA TRANI","08 03 18 - toner per stampa esauriti, diversi da quelli di cui alla voce 08 03 17"
"MA.R.E.A. S.R.L. SERVIZI AMBIENTALI ","MOLA DI BARI","BARI","15 02 02 -  assorbenti, materiali filtranti (inclusi filtri dell'olio non specificati altrimenti), stracci e indumenti protettivi, contaminati da sostanze pericolose"
"MA.R.E.A. S.R.L. SERVIZI AMBIENTALI ","MOLA DI BARI","BARI","17 06 05 -  materiali da costruzione contenenti amianto"
"MARINO PASQUALE E FIGLI - RECYCLE","SAN SEVERO","FOGGIA","20 01 01 - carta e cartone "
"MARINO PASQUALE & FIGLI","SAN SEVERO","FOGGIA","15 01 01 - imballaggi in carta e cartone "
"MARINO PASQUALE & FIGLI","SAN SEVERO","FOGGIA","15 01 02 - imballaggi in plastica "
"MARINO PASQUALE & FIGLI","SAN SEVERO","FOGGIA","15 01 03 - imballaggi in legno "
"MARINO PASQUALE & FIGLI","SAN SEVERO","FOGGIA","15 01 04 - imballaggi metallici "
"MARINO PASQUALE & FIGLI","SAN SEVERO","FOGGIA","15 01 06 - imballaggi in materiali misti "
"MARINO PASQUALE & FIGLI","SAN SEVERO","FOGGIA","15 01 07 - imballaggi in vetro "
"MARINO PASQUALE & FIGLI","SAN SEVERO","FOGGIA","16 01 17 - metalli ferrosi"
"MARINO PASQUALE & FIGLI","SAN SEVERO","FOGGIA","17 04 05 - ferro e acciaio"
"MARINO PASQUALE & FIGLI","SAN SEVERO","FOGGIA","17 04 07 - metalli misti"
"MARINO PASQUALE & FIGLI","SAN SEVERO","FOGGIA","20 01 01 - carta e cartone "
"MARINO PASQUALE & FIGLI","SAN SEVERO","FOGGIA","20 01 02 - vetro "
"MARINO PASQUALE & FIGLI","SAN SEVERO","FOGGIA","20 01 11 - prodotti tessili "
"MARINO PASQUALE & FIGLI","SAN SEVERO","FOGGIA","20 01 23 -  apparecchiature fuori uso contenenti clorofluorocarburi "
"MARINO PASQUALE & FIGLI","SAN SEVERO","FOGGIA","20 01 36 - apparecchiature elettriche ed elettroniche fuori uso, diverse da quelle di cui alle voci 20 01 21, 20 01 23 e 20 01 35 "
"MARINO PASQUALE & FIGLI","SAN SEVERO","FOGGIA","20 01 39 - plastica "
"MARINO PASQUALE & FIGLI","SAN SEVERO","FOGGIA","20 03 07 - rifiuti ingombranti a recupero "
"MARINO S.R.L.","SAN SEVERO","FOGGIA","15 01 01 - imballaggi in carta e cartone "
"MARINO S.R.L.","SAN SEVERO","FOGGIA","15 01 02 - imballaggi in plastica "
"MARINO S.R.L.","SAN SEVERO","FOGGIA","15 01 03 - imballaggi in legno "
"MARINO S.R.L.","SAN SEVERO","FOGGIA","15 01 04 - imballaggi metallici "
"MARINO S.R.L.","SAN SEVERO","FOGGIA","15 01 06 - imballaggi in materiali misti "
"MARINO S.R.L.","SAN SEVERO","FOGGIA","15 01 07 - imballaggi in vetro "
"MARINO S.R.L.","SAN SEVERO","FOGGIA","16 01 17 - metalli ferrosi"
"MARINO S.R.L.","SAN SEVERO","FOGGIA","17 04 05 - ferro e acciaio"
"MARINO S.R.L.","SAN SEVERO","FOGGIA","17 04 07 - metalli misti"
"MARINO S.R.L.","SAN SEVERO","FOGGIA","20 01 01 - carta e cartone "
"MARINO S.R.L.","SAN SEVERO","FOGGIA","20 01 02 - vetro "
"MARINO S.R.L.","SAN SEVERO","FOGGIA","20 01 11 - prodotti tessili "
"MARINO S.R.L.","SAN SEVERO","FOGGIA","20 01 23 -  apparecchiature fuori uso contenenti clorofluorocarburi "
"MARINO S.R.L.","SAN SEVERO","FOGGIA","20 01 36 - apparecchiature elettriche ed elettroniche fuori uso, diverse da quelle di cui alle voci 20 01 21, 20 01 23 e 20 01 35 "
"MARINO S.R.L.","SAN SEVERO","FOGGIA","20 01 39 - plastica "
"MARINO S.R.L.","SAN SEVERO","FOGGIA","20 03 07 - rifiuti ingombranti a recupero "
"MARSEGLIA CALCE S.R.L.","CAROVIGNO","BRINDISI","02 01 03 - scarti di tessuti vegetali"
"MARSEGLIA CALCE S.R.L.","CAROVIGNO","BRINDISI","20 01 38 - legno, diverso da quello di cui alla voce 20 01 37 "
"MBM AMBIENTE S.R.L.","NARDO","LECCE","20 01 23 -  apparecchiature fuori uso contenenti clorofluorocarburi "
"ME.CO. SRL","TRANI","BARLETTA ANDRIA TRANI","20 01 40 - metallo "
"MELACCA SEBASTIANO S.A.S.","BRINDISI","BRINDISI","17 09 04 - rifiuti misti dell'attività di costruzione e demolizione, diversi da quelli di cui alle voci 17 09 01, 17 09 02 e 17 09 03"
"MENA ORONZO","BITONTO","BARI","17 04 05 - ferro e acciaio"
"MENA ORONZO","BITONTO","BARI","20 01 40 - metallo "
"METALFER CEGLIESE DI CHIECO VITANGELO","BARI","BARI","13 02 04 -  scarti di olio minerale per motori, ingranaggi e lubrificazione, clorurati"
"METALFER CEGLIESE DI CHIECO VITANGELO","BARI","BARI","17 04 05 - ferro e acciaio"
"METALFER CEGLIESE DI CHIECO VITANGELO","BARI","BARI","20 01 02 - vetro "
"METALGUM S.R.L.","SANTERAMO IN COLLE","BARI","17 06 05 -  materiali da costruzione contenenti amianto "
"METAL RECUPERI S.R.L.","BARI","BARI","15 01 04 - imballaggi metallici "
"METAL RECUPERI S.R.L.","BARI","BARI","17 04 05 - ferro e acciaio"
"METAL RECUPERI S.R.L.","BARI","BARI","20 01 40 - metallo "
"METALRICAMBI S.R.L.","PALO DEL COLLE","BARI","20 01 40 - metallo"
"METALRICAMBI S.R.L.","PALO DEL COLLE","BARI","20 01 40 - metallo "
"METAL RICICLA S.R.L.DI ROMANAZZI M. & C.","POLIGNANO A MARE","BARI","17 04 05 - ferro e acciaio"
"METAL RICICLA S.R.L.DI ROMANAZZI M. & C.","POLIGNANO A MARE","BARI","20 01 40 - metallo "
"MICHELE SASSO S.R.L.","ORIA","BRINDISI","15 01 07 - imballaggi in vetro "
"MICHELE SASSO S.R.L.","ORIA","BRINDISI","17 01 07 - miscugli o scorie di cemento, mattoni, mattonelle e ceramiche, diverse da quelle di cui alla voce 17 01 06"
"MICHELE SASSO S.R.L.","ORIA","BRINDISI","17 03 02 - miscele bituminose diverse da quelle di cui alla voce 17 03 01 "
"MICHELE SASSO S.R.L.","ORIA","BRINDISI","17 05 04 - terra e rocce, diverse da quelle di cui alla voce 17 05 03"
"MICHELE SASSO S.R.L.","ORIA","BRINDISI","17 08 02 - materiali da costruzione a base di gesso diversi da quelli di cui alla voce 17 08 01"
"MICHELE SASSO S.R.L.","ORIA","BRINDISI","17 09 03 -  altri rifiuti dell'attività di costruzione e demolizione (compresi rifiuti misti) contenenti sostanze pericolose"
"MICHELE SASSO S.R.L.","ORIA","BRINDISI","17 09 04 - rifiuti misti dell'attività di costruzione e demolizione, diversi da quelli di cui alle voci 17 09 01, 17 09 02 e 17 09 03"
"MICHELE SASSO S.R.L.","ORIA","BRINDISI","17 09 04 - rifiuti misti dell'attività di costruzione e demolizione, diversi da quelli di cui alle voci 17 09 01, 17 09 02 e 17 09 03 "
"MICHELE SASSO S.R.L.","ORIA","BRINDISI","20 01 23 -  apparecchiature fuori uso contenenti clorofluorocarburi "
"MICHELE SASSO S.R.L.","ORIA","BRINDISI","20 01 36 - apparecchiature elettriche ed elettroniche fuori uso, diverse da quelle di cui alle voci 20 01 21, 20 01 23 e 20 01 35 "
"MICHELE SASSO S.R.L.","ORIA","BRINDISI","20 03 07 - rifiuti ingombranti a recupero "
"MITRANGOLO ECOLOGIA S.R.L.","MANDURIA","TARANTO","00 00 10 - vetro/metallo
"
"MITRANGOLO ECOLOGIA S.R.L.","MANDURIA","TARANTO","15 01 01 - imballaggi in carta e cartone "
"MITRANGOLO ECOLOGIA S.R.L.","MANDURIA","TARANTO","15 01 04 - imballaggi metallici "
"MITRANGOLO ECOLOGIA S.R.L.","MANDURIA","TARANTO","15 01 07 - imballaggi in vetro"
"MITRANGOLO ECOLOGIA S.R.L.","MANDURIA","TARANTO","15 01 07 - imballaggi in vetro "
"MITRANGOLO ECOLOGIA S.R.L.","MANDURIA","TARANTO","17 04 05 - ferro e acciaio"
"MITRANGOLO ECOLOGIA S.R.L.","MANDURIA","TARANTO","20 01 02 - vetro "
"MITRANGOLO ECOLOGIA S.R.L.","MANDURIA","TARANTO","20 01 32 - medicinali diversi da quelli di cui alla voce 20 01 31"
"MITRANGOLO ECOLOGIA S.R.L.","MANDURIA","TARANTO","20 01 33 -  batterie e accumulatori di cui alle voci 16 06 01, 16 06 02 e 16 06 03 nonché batterie e accumulatori non suddivisi contenenti tali batterie"
